year_film,year_ceremony,ceremony,category,name,film,win,cat__c
1953,1954,26,COSTUME DESIGN (Color),Mary Ann Nyberg,The Band Wagon,False,COSTUME DESIGN
1953,1954,26,COSTUME DESIGN (Color),Irene Sharaff,Call Me Madam,False,COSTUME DESIGN
1953,1954,26,COSTUME DESIGN (Color),"Charles LeMaire, Travilla",How to Marry a Millionaire,False,COSTUME DESIGN
1953,1954,26,COSTUME DESIGN (Color),"Charles LeMaire, Emile Santiago",The Robe,True,COSTUME DESIGN
1953,1954,26,COSTUME DESIGN (Color),Walter Plunkett,Young Bess,False,COSTUME DESIGN
1953,1954,26,DIRECTING,Fred Zinnemann,From Here to Eternity,True,DIRECTING
1953,1954,26,DIRECTING,Charles Walters,Lili,False,DIRECTING
1953,1954,26,DIRECTING,William Wyler,Roman Holiday,False,DIRECTING
1953,1954,26,DIRECTING,George Stevens,Shane,False,DIRECTING
1953,1954,26,DIRECTING,Billy Wilder,Stalag 17,False,DIRECTING
1953,1954,26,DOCUMENTARY (Feature),"John Taylor, Leon Clore and Grahame Tharp, Producers",The Conquest of Everest,False,DOCUMENTARY
1953,1954,26,DOCUMENTARY (Feature),"Walt Disney, Producer",The Living Desert,True,DOCUMENTARY
1953,1954,26,DOCUMENTARY (Feature),"Castleton Knight, Producer",A Queen Is Crowned,False,DOCUMENTARY
1953,1954,26,DOCUMENTARY (Short Subject),"Walt Disney, Producer",The Alaskan Eskimo,True,SHORT SUBJECT
1953,1954,26,DOCUMENTARY (Short Subject),"John Barnes, Producer",The Living City,False,SHORT SUBJECT
1953,1954,26,DOCUMENTARY (Short Subject),United States Army Signal Corps,Operation Blue Jay,False,SHORT SUBJECT
1953,1954,26,DOCUMENTARY (Short Subject),"James Carr, Producer",They Planted a Stone,False,SHORT SUBJECT
1953,1954,26,DOCUMENTARY (Short Subject),"John Healy and John Adams, Producers",The Word,False,SHORT SUBJECT
1953,1954,26,FILM EDITING,Irvine (Cotton) Warburton,Crazylegs,False,FILM EDITING
1953,1954,26,FILM EDITING,William Lyon,From Here to Eternity,True,FILM EDITING
1953,1954,26,FILM EDITING,Otto Ludwig,The Moon Is Blue,False,FILM EDITING
1953,1954,26,FILM EDITING,Robert Swink,Roman Holiday,False,FILM EDITING
1953,1954,26,FILM EDITING,Everett Douglas,The War of the Worlds,False,FILM EDITING
1953,1954,26,MUSIC (Music Score of a Dramatic or Comedy Picture),Hugo Friedhofer,Above and Beyond,False,MUSIC
1953,1954,26,MUSIC (Music Score of a Dramatic or Comedy Picture),"Morris Stoloff, George Duning",From Here to Eternity,False,MUSIC
1953,1954,26,MUSIC (Music Score of a Dramatic or Comedy Picture),Miklos Rozsa,Julius Caesar,False,MUSIC
1953,1954,26,MUSIC (Music Score of a Dramatic or Comedy Picture),Bronislau Kaper,Lili,True,MUSIC
1953,1954,26,MUSIC (Music Score of a Dramatic or Comedy Picture),Louis Forbes,This Is Cinerama,False,MUSIC
1953,1954,26,MUSIC (Scoring of a Musical Picture),Adolph Deutsch,The Band Wagon,False,MUSIC
1953,1954,26,MUSIC (Scoring of a Musical Picture),Ray Heindorf,Calamity Jane,False,MUSIC
1953,1954,26,MUSIC (Scoring of a Musical Picture),Alfred Newman,Call Me Madam,True,MUSIC
1953,1954,26,MUSIC (Scoring of a Musical Picture),"Frederick Hollander, Morris Stoloff","The 5,000 Fingers of Dr. T",False,MUSIC
1953,1954,26,MUSIC (Scoring of a Musical Picture),"Andre Previn, Saul Chaplin",Kiss Me Kate,False,MUSIC
1953,1954,26,MUSIC (Song),Music by Herschel Burke Gilbert; Lyrics by Sylvia Fine,The Moon Is Blue,False,MUSIC
1953,1954,26,MUSIC (Song),Music by Nicholas Brodszky; Lyrics by Leo Robin,Small Town Girl,False,MUSIC
1953,1954,26,MUSIC (Song),Music by Lester Lee; Lyrics by Ned Washington,Miss Sadie Thompson,False,MUSIC
1953,1954,26,MUSIC (Song),Music by Sammy Fain; Lyrics by Paul Francis Webster,Calamity Jane,True,MUSIC
1953,1954,26,MUSIC (Song),Music by Harry Warren; Lyrics by Jack Brooks,The Caddy,False,MUSIC
1953,1954,26,BEST MOTION PICTURE,"Buddy Adler, Producer",From Here to Eternity,True,BEST MOTION PICTURE
1953,1954,26,BEST MOTION PICTURE,"John Houseman, Producer",Julius Caesar,False,BEST MOTION PICTURE
1953,1954,26,BEST MOTION PICTURE,"Frank Ross, Producer",The Robe,False,BEST MOTION PICTURE
1953,1954,26,BEST MOTION PICTURE,"William Wyler, Producer",Roman Holiday,False,BEST MOTION PICTURE
1953,1954,26,BEST MOTION PICTURE,"George Stevens, Producer",Shane,False,BEST MOTION PICTURE
1953,1954,26,SHORT SUBJECT (Cartoon),"Stephen Bosustow, Producer",Christopher Crumpet,False,SHORT SUBJECT
1953,1954,26,SHORT SUBJECT (Cartoon),"Edward Selzer, Producer",From A to Z-Z-Z-Z,False,SHORT SUBJECT
1953,1954,26,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Rugged Bear,False,SHORT SUBJECT
1953,1954,26,SHORT SUBJECT (Cartoon),"Stephen Bosustow, Producer",The Tell Tale Heart,False,SHORT SUBJECT
1953,1954,26,SHORT SUBJECT (Cartoon),"Walt Disney, Producer","Toot, Whistle, Plunk and Boom",True,SHORT SUBJECT
1953,1954,26,SHORT SUBJECT (One-reel),"Vincenzo Lucci-Chiarissi, Producer",Christ among the Primitives,False,SHORT SUBJECT
1953,1954,26,SHORT SUBJECT (One-reel),National Film Board of Canada,Herring Hunt,False,SHORT SUBJECT
1953,1954,26,SHORT SUBJECT (One-reel),"Boris Vermont, Producer",Joy of Living,False,SHORT SUBJECT
1953,1954,26,SHORT SUBJECT (One-reel),"Johnny Green, Producer",The Merry Wives of Windsor Overture,True,SHORT SUBJECT
1953,1954,26,SHORT SUBJECT (One-reel),"Jack Eaton, Producer",Wee Water Wonders,False,SHORT SUBJECT
1953,1954,26,SHORT SUBJECT (Two-reel),"Walt Disney, Producer",Bear Country,True,SHORT SUBJECT
1953,1954,26,SHORT SUBJECT (Two-reel),"Walt Disney, Producer",Ben and Me,False,SHORT SUBJECT
1953,1954,26,SHORT SUBJECT (Two-reel),Dublin Gate Theatre Productions,Return to Glennascaul,False,SHORT SUBJECT
1953,1954,26,SHORT SUBJECT (Two-reel),"Otto Lang, Producer",Vesuvius Express,False,SHORT SUBJECT
1953,1954,26,SHORT SUBJECT (Two-reel),"Cedric Francis, Producer",Winter Paradise,False,SHORT SUBJECT
1953,1954,26,SOUND RECORDING,"Warner Bros. Studio Sound Department, William A. Mueller, Sound Director",Calamity Jane,False,SOUND RECORDING
1953,1954,26,SOUND RECORDING,"Columbia Studio Sound Department, John P. Livadary, Sound Director",From Here to Eternity,True,SOUND RECORDING
1953,1954,26,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, A. W. Watkins, Sound Director",Knights of the Round Table,False,SOUND RECORDING
1953,1954,26,SOUND RECORDING,"Universal-International Studio Sound Department, Leslie I. Carey, Sound Director",The Mississippi Gambler,False,SOUND RECORDING
1953,1954,26,SOUND RECORDING,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",The War of the Worlds,False,SOUND RECORDING
1953,1954,26,WRITING (Motion Picture Story),"Beirne Lay, Jr.",Above and Beyond,False,WRITING
1953,1954,26,WRITING (Motion Picture Story),Alec Coppel,The Captain's Paradise,False,WRITING
1953,1954,26,WRITING (Motion Picture Story),Louis L'Amour,Hondo,False,WRITING
1953,1954,26,WRITING (Motion Picture Story),"Ray Ashley, Morris Engel, Ruth Orkin",Little Fugitive,False,WRITING
1953,1954,26,WRITING (Motion Picture Story),Dalton Trumbo,Roman Holiday,True,WRITING
1953,1954,26,WRITING (Screenplay),Eric Ambler,The Cruel Sea,False,WRITING
1953,1954,26,WRITING (Screenplay),Daniel Taradash,From Here to Eternity,True,WRITING
1953,1954,26,WRITING (Screenplay),Helen Deutsch,Lili,False,WRITING
1953,1954,26,WRITING (Screenplay),"Ian McLellan Hunter, John Dighton",Roman Holiday,False,WRITING
1953,1954,26,WRITING (Screenplay),"A. B. Guthrie, Jr.",Shane,False,WRITING
1953,1954,26,WRITING (Story and Screenplay),"Betty Comden, Adolph Green",The Band Wagon,False,WRITING
1953,1954,26,WRITING (Story and Screenplay),Richard Murphy,The Desert Rats,False,WRITING
1953,1954,26,WRITING (Story and Screenplay),"Sam Rolfe, Harold Jack Bloom",The Naked Spur,False,WRITING
1953,1954,26,WRITING (Story and Screenplay),Millard Kaufman,Take the High Ground,False,WRITING
1953,1954,26,WRITING (Story and Screenplay),"Charles Brackett, Walter Reisch, Richard Breen",Titanic,True,WRITING
1954,1955,27,ACTOR,Humphrey Bogart,The Caine Mutiny,False,ACTOR
1954,1955,27,ACTOR,Marlon Brando,On the Waterfront,True,ACTOR
1954,1955,27,ACTOR,Bing Crosby,The Country Girl,False,ACTOR
1954,1955,27,ACTOR,James Mason,A Star Is Born,False,ACTOR
1954,1955,27,ACTOR,Dan O'Herlihy,Adventures of Robinson Crusoe,False,ACTOR
1954,1955,27,ACTOR IN A SUPPORTING ROLE,Lee J. Cobb,On the Waterfront,False,ACTOR
1954,1955,27,ACTOR IN A SUPPORTING ROLE,Karl Malden,On the Waterfront,False,ACTOR
1954,1955,27,ACTOR IN A SUPPORTING ROLE,Edmond O'Brien,The Barefoot Contessa,True,ACTOR
1954,1955,27,ACTOR IN A SUPPORTING ROLE,Rod Steiger,On the Waterfront,False,ACTOR
1954,1955,27,ACTOR IN A SUPPORTING ROLE,Tom Tully,The Caine Mutiny,False,ACTOR
1954,1955,27,ACTRESS,Dorothy Dandridge,Carmen Jones,False,ACTRESS
1954,1955,27,ACTRESS,Judy Garland,A Star Is Born,False,ACTRESS
1954,1955,27,ACTRESS,Audrey Hepburn,Sabrina,False,ACTRESS
1954,1955,27,ACTRESS,Grace Kelly,The Country Girl,True,ACTRESS
1954,1955,27,ACTRESS,Jane Wyman,Magnificent Obsession,False,ACTRESS
1954,1955,27,ACTRESS IN A SUPPORTING ROLE,Nina Foch,Executive Suite,False,ACTRESS
1954,1955,27,ACTRESS IN A SUPPORTING ROLE,Katy Jurado,Broken Lance,False,ACTRESS
1954,1955,27,ACTRESS IN A SUPPORTING ROLE,Eva Marie Saint,On the Waterfront,True,ACTRESS
1954,1955,27,ACTRESS IN A SUPPORTING ROLE,Jan Sterling,The High and the Mighty,False,ACTRESS
1954,1955,27,ACTRESS IN A SUPPORTING ROLE,Claire Trevor,The High and the Mighty,False,ACTRESS
1954,1955,27,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, Grace Gregory",The Country Girl,False,ART DIRECTION
1954,1955,27,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Edward Carfagno;  Set Decoration:  Edwin B. Willis, Emile Kuri",Executive Suite,False,ART DIRECTION
1954,1955,27,ART DIRECTION (Black-and-White),Max Ophuls,Le Plaisir,False,ART DIRECTION
1954,1955,27,ART DIRECTION (Black-and-White),Richard Day,On the Waterfront,True,ART DIRECTION
1954,1955,27,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Walter Tyler;  Set Decoration:  Sam Comer, Ray Moyer",Sabrina,False,ART DIRECTION
1954,1955,27,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Preston Ames;  Set Decoration:  Edwin B. Willis, Keogh Gleason",Brigadoon,False,ART DIRECTION
1954,1955,27,ART DIRECTION (Color),"Art Direction:  Lyle Wheeler, Leland Fuller;  Set Decoration:  Walter M. Scott, Paul S. Fox",Desiree,False,ART DIRECTION
1954,1955,27,ART DIRECTION (Color),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, Ray Moyer",Red Garters,False,ART DIRECTION
1954,1955,27,ART DIRECTION (Color),"Art Direction:  Malcolm Bert, Gene Allen, Irene Sharaff;  Set Decoration:  George James Hopkins",A Star Is Born,False,ART DIRECTION
1954,1955,27,ART DIRECTION (Color),Art Direction:  John Meehan;  Set Decoration:  Emile Kuri,"20,000 Leagues under the Sea",True,ART DIRECTION
1954,1955,27,CINEMATOGRAPHY (Black-and-White),John F. Warren,The Country Girl,False,CINEMATOGRAPHY
1954,1955,27,CINEMATOGRAPHY (Black-and-White),George Folsey,Executive Suite,False,CINEMATOGRAPHY
1954,1955,27,CINEMATOGRAPHY (Black-and-White),Boris Kaufman,On the Waterfront,True,CINEMATOGRAPHY
1954,1955,27,CINEMATOGRAPHY (Black-and-White),John Seitz,Rogue Cop,False,CINEMATOGRAPHY
1954,1955,27,CINEMATOGRAPHY (Black-and-White),"Charles Lang, Jr.",Sabrina,False,CINEMATOGRAPHY
1954,1955,27,CINEMATOGRAPHY (Color),Leon Shamroy,The Egyptian,False,CINEMATOGRAPHY
1954,1955,27,CINEMATOGRAPHY (Color),Robert Burks,Rear Window,False,CINEMATOGRAPHY
1954,1955,27,CINEMATOGRAPHY (Color),George Folsey,Seven Brides for Seven Brothers,False,CINEMATOGRAPHY
1954,1955,27,CINEMATOGRAPHY (Color),William V. Skall,The Silver Chalice,False,CINEMATOGRAPHY
1954,1955,27,CINEMATOGRAPHY (Color),Milton Krasner,Three Coins in the Fountain,True,CINEMATOGRAPHY
1954,1955,27,COSTUME DESIGN (Black-and-White),"Georges Annenkov, Rosine Delamare",The Earrings of Madame de...,False,COSTUME DESIGN
1954,1955,27,COSTUME DESIGN (Black-and-White),Helen Rose,Executive Suite,False,COSTUME DESIGN
1954,1955,27,COSTUME DESIGN (Black-and-White),Christian Dior,Indiscretion of an American Wife,False,COSTUME DESIGN
1954,1955,27,COSTUME DESIGN (Black-and-White),Jean Louis,It Should Happen to You,False,COSTUME DESIGN
1954,1955,27,COSTUME DESIGN (Black-and-White),Edith Head,Sabrina,True,COSTUME DESIGN
1954,1955,27,COSTUME DESIGN (Color),Irene Sharaff,Brigadoon,False,COSTUME DESIGN
1954,1955,27,COSTUME DESIGN (Color),"Charles LeMaire, René Hubert",Desiree,False,COSTUME DESIGN
1954,1955,27,COSTUME DESIGN (Color),Sanzo Wada,Gate of Hell,True,COSTUME DESIGN
1954,1955,27,COSTUME DESIGN (Color),"Jean Louis, Mary Ann Nyberg, Irene Sharaff",A Star Is Born,False,COSTUME DESIGN
1954,1955,27,COSTUME DESIGN (Color),"Charles LeMaire, Travilla, Miles White",There's No Business Like Show Business,False,COSTUME DESIGN
1954,1955,27,DIRECTING,George Seaton,The Country Girl,False,DIRECTING
1954,1955,27,DIRECTING,William Wellman,The High and the Mighty,False,DIRECTING
1954,1955,27,DIRECTING,Elia Kazan,On the Waterfront,True,DIRECTING
1954,1955,27,DIRECTING,Alfred Hitchcock,Rear Window,False,DIRECTING
1954,1955,27,DIRECTING,Billy Wilder,Sabrina,False,DIRECTING
1954,1955,27,DOCUMENTARY (Feature),"Guy Glover, Producer",The Stratford Adventure,False,DOCUMENTARY
1954,1955,27,DOCUMENTARY (Feature),"Walt Disney, Producer",The Vanishing Prairie,True,DOCUMENTARY
1954,1955,27,DOCUMENTARY (Short Subject),"Otto Lang, Producer",Jet Carrier,False,SHORT SUBJECT
1954,1955,27,DOCUMENTARY (Short Subject),"Morrie Roizman, Producer",Rembrandt: A Self-Portrait,False,SHORT SUBJECT
1954,1955,27,DOCUMENTARY (Short Subject),World Wide Pictures and Morse Films,Thursday's Children,True,SHORT SUBJECT
1954,1955,27,FILM EDITING,"William A. Lyon, Henry Batista",The Caine Mutiny,False,FILM EDITING
1954,1955,27,FILM EDITING,Ralph Dawson,The High and the Mighty,False,FILM EDITING
1954,1955,27,FILM EDITING,Gene Milford,On the Waterfront,True,FILM EDITING
1954,1955,27,FILM EDITING,Ralph E. Winters,Seven Brides for Seven Brothers,False,FILM EDITING
1954,1955,27,FILM EDITING,Elmo Williams,"20,000 Leagues under the Sea",False,FILM EDITING
1954,1955,27,MUSIC (Music Score of a Dramatic or Comedy Picture),Max Steiner,The Caine Mutiny,False,MUSIC
1954,1955,27,MUSIC (Music Score of a Dramatic or Comedy Picture),Larry Adler,Genevieve,False,MUSIC
1954,1955,27,MUSIC (Music Score of a Dramatic or Comedy Picture),Dimitri Tiomkin,The High and the Mighty,True,MUSIC
1954,1955,27,MUSIC (Music Score of a Dramatic or Comedy Picture),Leonard Bernstein,On the Waterfront,False,MUSIC
1954,1955,27,MUSIC (Music Score of a Dramatic or Comedy Picture),Franz Waxman,The Silver Chalice,False,MUSIC
1954,1955,27,MUSIC (Scoring of a Musical Picture),Herschel Burke Gilbert,Carmen Jones,False,MUSIC
1954,1955,27,MUSIC (Scoring of a Musical Picture),"Joseph Gershenson, Henry Mancini",The Glenn Miller Story,False,MUSIC
1954,1955,27,MUSIC (Scoring of a Musical Picture),"Adolph Deutsch, Saul Chaplin",Seven Brides for Seven Brothers,True,MUSIC
1954,1955,27,MUSIC (Scoring of a Musical Picture),Ray Heindorf,A Star Is Born,False,MUSIC
1954,1955,27,MUSIC (Scoring of a Musical Picture),"Alfred Newman, Lionel Newman",There's No Business Like Show Business,False,MUSIC
1954,1955,27,MUSIC (Song),Music and Lyrics by Irving Berlin,White Christmas,False,MUSIC
1954,1955,27,MUSIC (Song),Music by Dimitri Tiomkin; Lyrics by Ned Washington,The High and the Mighty,False,MUSIC
1954,1955,27,MUSIC (Song),Music and Lyrics by Jack Lawrence and Richard Myers,Susan Slept Here,False,MUSIC
1954,1955,27,MUSIC (Song),Music by Harold Arlen; Lyrics by Ira Gershwin,A Star Is Born,False,MUSIC
1954,1955,27,MUSIC (Song),Music by Jule Styne; Lyrics by Sammy Cahn,Three Coins in the Fountain,True,MUSIC
1954,1955,27,BEST MOTION PICTURE,"Stanley Kramer, Producer",The Caine Mutiny,False,BEST MOTION PICTURE
1954,1955,27,BEST MOTION PICTURE,"William Perlberg, Producer",The Country Girl,False,BEST MOTION PICTURE
1954,1955,27,BEST MOTION PICTURE,"Sam Spiegel, Producer",On the Waterfront,True,BEST MOTION PICTURE
1954,1955,27,BEST MOTION PICTURE,"Jack Cummings, Producer",Seven Brides for Seven Brothers,False,BEST MOTION PICTURE
1954,1955,27,BEST MOTION PICTURE,"Sol C. Siegel, Producer",Three Coins in the Fountain,False,BEST MOTION PICTURE
1954,1955,27,SHORT SUBJECT (Cartoon),"Walter Lantz, Producer",Crazy Mixed Up Pup,False,SHORT SUBJECT
1954,1955,27,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Pigs Is Pigs,False,SHORT SUBJECT
1954,1955,27,SHORT SUBJECT (Cartoon),"Edward Selzer, Producer",Sandy Claws,False,SHORT SUBJECT
1954,1955,27,SHORT SUBJECT (Cartoon),"Fred Quimby, Producer","Touché, Pussy Cat",False,SHORT SUBJECT
1954,1955,27,SHORT SUBJECT (Cartoon),"Stephen Bosustow, Producer",When Magoo Flew,True,SHORT SUBJECT
1954,1955,27,SHORT SUBJECT (One-reel),"Otto Lang, Producer",The First Piano Quartette,False,SHORT SUBJECT
1954,1955,27,SHORT SUBJECT (One-reel),"Johnny Green, Producer",The Strauss Fantasy,False,SHORT SUBJECT
1954,1955,27,SHORT SUBJECT (One-reel),"Robert Youngson, Producer",This Mechanical Age,True,SHORT SUBJECT
1954,1955,27,SHORT SUBJECT (Two-reel),"Cedric Francis, Producer",Beauty and the Bull,False,SHORT SUBJECT
1954,1955,27,SHORT SUBJECT (Two-reel),"Otto Lang, Producer",Jet Carrier,False,SHORT SUBJECT
1954,1955,27,SHORT SUBJECT (Two-reel),"Walt Disney, Producer",Siam,False,SHORT SUBJECT
1954,1955,27,SHORT SUBJECT (Two-reel),"Denis Sanders and Terry Sanders, Producers",A Time Out of War,True,SHORT SUBJECT
1954,1955,27,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Wesley C. Miller, Sound Director",Brigadoon,False,SOUND RECORDING
1954,1955,27,SOUND RECORDING,"Columbia Studio Sound Department, John P. Livadary, Sound Director",The Caine Mutiny,False,SOUND RECORDING
1954,1955,27,SOUND RECORDING,"Universal-International Studio Sound Department, Leslie I. Carey, Sound Director",The Glenn Miller Story,True,SOUND RECORDING
1954,1955,27,SOUND RECORDING,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",Rear Window,False,SOUND RECORDING
1954,1955,27,SOUND RECORDING,"RKO Radio Studio Sound Department, John O. Aalberg, Sound Director",Susan Slept Here,False,SOUND RECORDING
1954,1955,27,WRITING (Motion Picture Story),Ettore Margadonna,"Bread, Love and Dreams",False,WRITING
1954,1955,27,WRITING (Motion Picture Story),Philip Yordan,Broken Lance,True,WRITING
1954,1955,27,WRITING (Motion Picture Story),François Boyer,Forbidden Games,False,WRITING
1954,1955,27,WRITING (Motion Picture Story),"Jed Harris, Tom Reed",Night People,False,WRITING
1954,1955,27,WRITING (Motion Picture Story),Lamar Trotti,There's No Business Like Show Business,False,WRITING
1954,1955,27,WRITING (Screenplay),Stanley Roberts,The Caine Mutiny,False,WRITING
1954,1955,27,WRITING (Screenplay),George Seaton,The Country Girl,True,WRITING
1954,1955,27,WRITING (Screenplay),John Michael Hayes,Rear Window,False,WRITING
1954,1955,27,WRITING (Screenplay),"Billy Wilder, Samuel Taylor, Ernest Lehman",Sabrina,False,WRITING
1954,1955,27,WRITING (Screenplay),"Albert Hackett, Frances Goodrich, Dorothy Kingsley",Seven Brides for Seven Brothers,False,WRITING
1954,1955,27,WRITING (Story and Screenplay),Joseph L. Mankiewicz,The Barefoot Contessa,False,WRITING
1954,1955,27,WRITING (Story and Screenplay),William Rose,Genevieve,False,WRITING
1954,1955,27,WRITING (Story and Screenplay),"Valentine Davies, Oscar Brodney",The Glenn Miller Story,False,WRITING
1954,1955,27,WRITING (Story and Screenplay),"Norman Panama, Melvin Frank",Knock on Wood,False,WRITING
1954,1955,27,WRITING (Story and Screenplay),Budd Schulberg,On the Waterfront,True,WRITING
1955,1956,28,ACTOR,Ernest Borgnine,Marty,True,ACTOR
1955,1956,28,ACTOR,James Cagney,Love Me or Leave Me,False,ACTOR
1955,1956,28,ACTOR,James Dean,East of Eden,False,ACTOR
1955,1956,28,ACTOR,Frank Sinatra,The Man with the Golden Arm,False,ACTOR
1955,1956,28,ACTOR,Spencer Tracy,Bad Day at Black Rock,False,ACTOR
1955,1956,28,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Trial,False,ACTOR
1955,1956,28,ACTOR IN A SUPPORTING ROLE,Jack Lemmon,Mister Roberts,True,ACTOR
1955,1956,28,ACTOR IN A SUPPORTING ROLE,Joe Mantell,Marty,False,ACTOR
1955,1956,28,ACTOR IN A SUPPORTING ROLE,Sal Mineo,Rebel without a Cause,False,ACTOR
1955,1956,28,ACTOR IN A SUPPORTING ROLE,Arthur O'Connell,Picnic,False,ACTOR
1955,1956,28,ACTRESS,Susan Hayward,I'll Cry Tomorrow,False,ACTRESS
1955,1956,28,ACTRESS,Katharine Hepburn,Summertime,False,ACTRESS
1955,1956,28,ACTRESS,Jennifer Jones,Love Is a Many-Splendored Thing,False,ACTRESS
1955,1956,28,ACTRESS,Anna Magnani,The Rose Tattoo,True,ACTRESS
1955,1956,28,ACTRESS,Eleanor Parker,Interrupted Melody,False,ACTRESS
1955,1956,28,ACTRESS IN A SUPPORTING ROLE,Betsy Blair,Marty,False,ACTRESS
1955,1956,28,ACTRESS IN A SUPPORTING ROLE,Peggy Lee,Pete Kelly's Blues,False,ACTRESS
1955,1956,28,ACTRESS IN A SUPPORTING ROLE,Marisa Pavan,The Rose Tattoo,False,ACTRESS
1955,1956,28,ACTRESS IN A SUPPORTING ROLE,Jo Van Fleet,East of Eden,True,ACTRESS
1955,1956,28,ACTRESS IN A SUPPORTING ROLE,Natalie Wood,Rebel without a Cause,False,ACTRESS
1955,1956,28,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Randall Duell;  Set Decoration:  Edwin B. Willis, Henry Grace",Blackboard Jungle,False,ART DIRECTION
1955,1956,28,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Malcolm Brown;  Set Decoration:  Edwin B. Willis, Hugh B. Hunt",I'll Cry Tomorrow,False,ART DIRECTION
1955,1956,28,ART DIRECTION (Black-and-White),Art Direction:  Joseph C. Wright;  Set Decoration:  Darrell Silvera,The Man with the Golden Arm,False,ART DIRECTION
1955,1956,28,ART DIRECTION (Black-and-White),"Art Direction:  Edward S. Haworth, Walter Simonds;  Set Decoration:  Robert Priestley",Marty,False,ART DIRECTION
1955,1956,28,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Tambi Larsen;  Set Decoration:  Sam Comer, Arthur Krams",The Rose Tattoo,True,ART DIRECTION
1955,1956,28,ART DIRECTION (Color),"Art Direction:  Lyle Wheeler, John DeCuir;  Set Decoration:  Walter M. Scott, Paul S. Fox",Daddy Long Legs,False,ART DIRECTION
1955,1956,28,ART DIRECTION (Color),"Art Direction:  Oliver Smith, Joseph C. Wright;  Set Decoration:  Howard Bristol",Guys and Dolls,False,ART DIRECTION
1955,1956,28,ART DIRECTION (Color),"Art Direction:  Lyle Wheeler, George W. Davis;  Set Decoration:  Walter M. Scott, Jack Stubbs",Love Is a Many-Splendored Thing,False,ART DIRECTION
1955,1956,28,ART DIRECTION (Color),"Art Direction:  William Flannery, Jo Mielziner;  Set Decoration:  Robert Priestley",Picnic,True,ART DIRECTION
1955,1956,28,ART DIRECTION (Color),"Art Direction:  Hal Pereira, Joseph McMillan Johnson;  Set Decoration:  Sam Comer, Arthur Krams",To Catch a Thief,False,ART DIRECTION
1955,1956,28,CINEMATOGRAPHY (Black-and-White),Russell Harlan,Blackboard Jungle,False,CINEMATOGRAPHY
1955,1956,28,CINEMATOGRAPHY (Black-and-White),Arthur E. Arling,I'll Cry Tomorrow,False,CINEMATOGRAPHY
1955,1956,28,CINEMATOGRAPHY (Black-and-White),Joseph LaShelle,Marty,False,CINEMATOGRAPHY
1955,1956,28,CINEMATOGRAPHY (Black-and-White),Charles Lang,Queen Bee,False,CINEMATOGRAPHY
1955,1956,28,CINEMATOGRAPHY (Black-and-White),James Wong Howe,The Rose Tattoo,True,CINEMATOGRAPHY
1955,1956,28,CINEMATOGRAPHY (Color),Harry Stradling,Guys and Dolls,False,CINEMATOGRAPHY
1955,1956,28,CINEMATOGRAPHY (Color),Leon Shamroy,Love Is a Many-Splendored Thing,False,CINEMATOGRAPHY
1955,1956,28,CINEMATOGRAPHY (Color),Harold Lipstein,A Man Called Peter,False,CINEMATOGRAPHY
1955,1956,28,CINEMATOGRAPHY (Color),Robert Surtees,Oklahoma!,False,CINEMATOGRAPHY
1955,1956,28,CINEMATOGRAPHY (Color),Robert Burks,To Catch a Thief,True,CINEMATOGRAPHY
1955,1956,28,COSTUME DESIGN (Black-and-White),Helen Rose,I'll Cry Tomorrow,True,COSTUME DESIGN
1955,1956,28,COSTUME DESIGN (Black-and-White),Beatrice Dawson,The Pickwick Papers,False,COSTUME DESIGN
1955,1956,28,COSTUME DESIGN (Black-and-White),Jean Louis,Queen Bee,False,COSTUME DESIGN
1955,1956,28,COSTUME DESIGN (Black-and-White),Edith Head,The Rose Tattoo,False,COSTUME DESIGN
1955,1956,28,COSTUME DESIGN (Black-and-White),Tadaoto Kainoscho,Ugetsu,False,COSTUME DESIGN
1955,1956,28,COSTUME DESIGN (Color),Irene Sharaff,Guys and Dolls,False,COSTUME DESIGN
1955,1956,28,COSTUME DESIGN (Color),Helen Rose,Interrupted Melody,False,COSTUME DESIGN
1955,1956,28,COSTUME DESIGN (Color),Charles LeMaire,Love Is a Many-Splendored Thing,True,COSTUME DESIGN
1955,1956,28,COSTUME DESIGN (Color),Edith Head,To Catch a Thief,False,COSTUME DESIGN
1955,1956,28,COSTUME DESIGN (Color),"Charles LeMaire, Mary Wills",The Virgin Queen,False,COSTUME DESIGN
